INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Month,Year,Week
ASHLAND AND LAWRENCE,1142.0,4800 N ASHLAND AVENUE,2023-02-19,4,1164751.686785145,1932001.206626392,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)",February,2023,7
COLUMBUS AND ILLINOIS,1951.0,500 N COLUMBUS DRIVE,2019-07-16,5,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)",July,2019,29
WESTERN AND MARQUETTE,2672.0,6700 S WESTERN AVENUE,2021-03-21,12,1161488.747635042,1860134.788366884,41.771884028,-87.683588402,"(41.77188402771193, -87.68358840206334)",March,2021,11
CALIFORNIA AND PETERSON,1311.0,6000 N CALIFORNIA AVE,2019-10-13,1,1156545.742699118,1939775.775541795,41.990527717,-87.699552084,"(41.990527717148176, -87.69955208405155)",October,2019,41
CICERO AND I55,2251.0,4200 S CICERO AVENUE,2019-07-09,49,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)",July,2019,28
CICERO AND CHICAGO,1783.0,4800 W CHICAGO AVENUE,2015-06-28,3,1144175.291152764,1904916.255225279,41.895112219,-87.745932427,"(41.89511221857764, -87.74593242701515)",June,2015,26
HAMLIN AND LAKE,1882.0,300 N HAMLIN AVENUE,2016-06-20,4,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)",June,2016,25
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,2017-01-23,10,1160431.682297829,1898091.942371589,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)",January,2017,4
PULASKI AND DIVERSEY,1542.0,2800 N PULASKI ROAD,2017-03-09,1,1149200.724531183,1918332.222549679,41.931831026,-87.727126873,"(41.93183102561505, -87.72712687300454)",March,2017,10
MILWAUKEE AND DEVON,1274.0,6400 W DEVON AVENUE,2021-04-29,9,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)",April,2021,17
CANAL AND ROOSEVELT,2291.0,1200 S CANAL STREET,2020-08-20,5,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472001, -87.63937581258092)",August,2020,34
WESTERN AND FOSTER,1072.0,5200 N WESTERN AVE,2019-07-12,4,1159372.922497116,1934478.313674003,41.975933372,-87.689299589,"(41.97593337199358, -87.6892995891816)",July,2019,28
DAMEN AND FULLERTON,1663.0,2000 W FULLERTON AVE,2015-06-10,11,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)",June,2015,24
HAMLIN AND LAKE,1882.0,300 N HAMLIN AVENUE,2020-04-19,9,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)",April,2020,16
AUSTIN AND IRVING PARK,1163.0,6000 W IRVING PARK ROAD,2023-01-15,2,1135622.402636023,1926014.192063646,41.953163772,-87.776842593,"(41.95316377185154, -87.77684259284736)",January,2023,2
IRVING PARK AND NARRAGANSETT,1024.0,6400 W IRVING PK,2015-09-13,2,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)",September,2015,37
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,2017-02-06,5,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)",February,2017,6
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,2020-08-11,14,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)",August,2020,33
PULASKI AND 79TH,2494.0,4000 W 79TH STREET,2016-09-16,4,1151074.116357501,1851966.830243835,41.749679359,-87.721978345,"(41.74967935883473, -87.72197834524168)",September,2016,37
PETERSON AND WESTERN,1014.0,2400 W PETERSON,2023-04-02,6,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)",April,2023,13
WESTERN AND FOSTER,1074.0,2400 W FOSTER AVE,2016-07-13,8,1159379.402846887,1934502.712486132,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)",July,2016,28
WESTERN AND ADDISON,1562.0,3600 N WESTERN AVENUE,2016-12-22,10,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)",December,2016,51
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,2017-09-01,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",September,2017,35
CICERO AND 47TH,2202.0,4700 S CICERO AVE,2016-12-07,2,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)",December,2016,49
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,2021-02-14,10,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)",February,2021,6
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,2014-09-16,2,1165489.684200442,1908112.312963909,41.903455316,-87.667558994,"(41.903455316483814, -87.66755899396976)",September,2014,38
WESTERN AND 71ST,2614.0,2400 W 71ST STREET,2015-07-03,2,1161584.506819846,1857557.788853485,41.764810388,-87.683308769,"(41.76481038827884, -87.68330876944678)",July,2015,27
STONEY ISLAND AND 76TH,2631.0,7600 S STONY ISLAND A,2021-04-19,10,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)",April,2021,16
CENTRAL AND DIVERSEY,1644.0,5600 W DIVERSEY AVENUE,2022-10-20,1,1138539.758528398,1918097.096677271,41.931385977,-87.766310532,"(41.93138597683265, -87.76631053155157)",October,2022,42
WESTERN AND CHICAGO,1941.0,800 N WESTERN AVE,2022-01-03,1,1160220.967978608,1905277.507115921,41.895786955,-87.686990586,"(41.89578695485361, -87.68699058611217)",January,2022,1
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,2020-01-12,2,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)",January,2020,2
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,2016-01-12,29,1160431.682297829,1898091.942371589,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)",January,2016,2
CENTRAL AND CHICAGO,1973.0,5600 W CHICAGO AVENUE,2017-01-20,2,1138858.856732452,1904825.827586656,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)",January,2017,3
55TH AND KEDZIE,2163.0,3200 W 55TH STREET,2022-11-21,3,1155966.956993183,1868015.593764152,41.793622803,-87.703618141,"(41.79362280329978, -87.70361814062049)",November,2022,47
STONEY ISLAND AND 76TH,2632.0,7600 S STONY ISLAND A,2019-10-18,12,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)",October,2019,42
CALIFORNIA AND DIVERSEY,1514.0,2800 W DIVERSEY,2020-06-19,18,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)",June,2020,25
ASHLAND AND FULLERTON,1651.0,2400 N ASHLAND AVENUE,2023-06-08,6,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)",June,2023,23
CENTRAL AND BELMONT,1604.0,5600 W BELMONT AVENUE,2016-11-27,3,1138453.617438343,1920755.972768412,41.938683775,-87.766562494,"(41.93868377475747, -87.76656249384537)",November,2016,47
WESTERN AND 71ST,2614.0,2400 W 71ST STREET,2014-07-04,3,1161584.506819846,1857557.788853485,41.764810388,-87.683308769,"(41.76481038827884, -87.68330876944678)",July,2014,27
MADISON AND WESTERN,1931.0,1 S WESTERN AVE,2015-05-25,5,1160453.827721979,1899933.703473746,41.881118279,-87.686283339,"(41.881118278833966, -87.686283338873)",May,2015,22
CALIFORNIA AND DIVERSEY,1511.0,2800 N CALIFORNIA AVE,2019-05-16,2,1157189.355049829,1918495.644754069,41.932120719,-87.6977653,"(41.93212071910647, -87.69776530036465)",May,2019,20
STONEY ISLAND AND 76TH,2632.0,7600 S STONY ISLAND A,2018-08-15,15,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)",August,2018,33
STONY ISLAND/CORNELL AND 67TH,2721.0,6700 S STONY ISLAND A,2023-03-27,27,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)",March,2023,13
WESTERN AND CHICAGO,1941.0,800 N WESTERN AVE,2022-06-07,2,1160220.967978608,1905277.507115921,41.895786955,-87.686990586,"(41.89578695485361, -87.68699058611217)",June,2022,23
DIVERSEY AND WESTERN,1434.0,2400 W DIVERSEY AVENUE,2019-03-06,1,1159859.648423836,1918576.255784305,41.932287183,-87.687950093,"(41.93228718299094, -87.6879500934122)",March,2019,10
LARAMIE AND FULLERTON,1424.0,5200 W FULLERTON AVENUE,2020-04-02,1,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)",April,2020,14
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,2017-03-27,4,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)",March,2017,13
KOSTNER AND NORTH,2012.0,4400 W GRAND AVE,2016-09-17,5,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)",September,2016,37
CERMAK AND PULASKI,2334.0,4000 W CERMAK,2021-04-05,5,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)",April,2021,14
OGDEN AND KOSTNER,2223.0,4400 W OGDEN AVENUE,2021-07-10,6,1147406.592439224,1887689.099869462,41.847777523,-87.734505969,"(41.84777752280453, -87.73450596874825)",July,2021,27
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,2017-01-18,3,1170501.602639925,1916200.061550148,41.925540315,-87.648912156,"(41.925540315431995, -87.64891215551155)",January,2017,3
PULASKI AND PETERSON,1263.0,4000 W PETERSON AVENUE,2015-12-24,2,1148618.560490339,1939615.133928395,41.990244186,-87.728714391,"(41.99024418564742, -87.7287143910091)",December,2015,52
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,2020-04-02,1,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)",April,2020,14
ADDISON AND HARLEM,1591.0,3600 N HARLEM AVENUE,2021-09-24,12,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)",September,2021,38
CENTRAL AND IRVING PARK,1182.0,4000 N CENTRAL AVENUE,2018-11-08,3,1138258.614129764,1926071.172884932,41.953272751,-87.767150151,"(41.95327275103541, -87.76715015131407)",November,2018,45
KIMBALL AND LINCOLN,2741.0,6200 N KIMBALL AVENUE,2014-09-19,2,1152543.355058345,1940954.1008022,41.993841437,-87.714242493,"(41.99384143707685, -87.71424249302686)",September,2014,38
CICERO AND 47TH,2202.0,4700 S CICERO AVE,2020-04-28,5,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)",April,2020,18
99TH AND HALSTED,2431.0,9900 S HALSTED ST,2016-04-18,24,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)",April,2016,16
CICERO AND WASHINGTON,1891.0,100 N CICERO AVENUE,2015-01-16,5,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)",January,2015,3
HALSTED AND MADISON,1871.0,1 S HALSTED STREET,2023-02-11,4,1171092.392868784,1900234.542088741,41.881717056,-87.647210539,"(41.88171705561901, -87.64721053920604)",February,2023,6
PULASKI AND 63RD,2342.0,6300 S PULASKI RD,2018-10-14,9,1150746.00309079,1862516.747695325,41.778636469,-87.722906356,"(41.77863646878099, -87.72290635568541)",October,2018,41
CALIFORNIA AND DEVON,1323.0,2800 W DEVON AVENUE,2018-10-16,2,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)",October,2018,42
PULASKI AND ARCHER,2153.0,5000 S ARCHER AVE,2014-08-25,5,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)",August,2014,35
PULASKI AND ARCHER,2153.0,5000 S ARCHER AVE,2016-10-10,1,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)",October,2016,41
PULASKI AND IRVING PARK,1572.0,4000 N PULASKI ROAD,2022-09-19,6,1148970.255325552,1926313.600468643,41.953737051,-87.727766612,"(41.95373705144353, -87.72776661179896)",September,2022,38
31ST ST AND MARTIN LUTHER KING DRIVE,2123.0,400 E 31ST STREET,2023-09-24,9,1179437.985396417,1884565.84226022,41.838534018,-87.617046113,"(41.838534018118914, -87.61704611345726)",September,2023,38
HALSTED AND DIVISION,1714.0,800 W DIVISION,2020-07-12,1,1170767.827960358,1908259.644151662,41.903745557,-87.648167011,"(41.90374555734733, -87.64816701062779)",July,2020,28
RIDGE AND CLARK,1051.0,5930 N CLARK STREET,2018-06-24,5,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)",June,2018,25
HAMLIN AND MADISON,1901.0,0 N HAMLIN BOULEVARD,2017-04-21,9,1151027.146814811,1899763.661077263,41.880841477,-87.720902185,"(41.88084147694413, -87.72090218457842)",April,2017,16
ADDISON AND HARLEM,1591.0,3600 N HARLEM AVENUE,2021-09-04,5,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)",September,2021,35
ROOSEVELT AND KOSTNER,2321.0,1200 S KOSTNER,2021-11-08,4,1147196.304001978,1894305.883269746,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)",November,2021,45
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,2023-10-02,4,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)",October,2023,40
ROOSEVELT AND HALSTED,2234.0,800 W ROOSEVELT ROAD,2021-04-06,4,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)",April,2021,14
CENTRAL AND LAKE,1742.0,400 N CENTRAL AVENUE,2014-11-03,5,1138928.478257537,1902217.926149854,41.887804621,-87.765268498,"(41.88780462053497, -87.76526849810371)",November,2014,45
CANAL AND ROOSEVELT,2294.0,500 W ROOSEVELT ROAD,2017-02-03,18,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)",February,2017,5
119TH AND HALSTED,2404.0,800 W 119TH STREET,2023-01-28,3,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)",January,2023,4
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,2014-12-21,2,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)",December,2014,51
BELMONT AND KEDZIE,1372.0,3200 N KEDZIE AVE,2022-08-27,15,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)",August,2022,34
BROADWAY/SHERIDAN AND DEVON,1122.0,6400 N SHERIDAN ROAD,2023-03-13,13,1167087.151194129,1942658.704988689,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)",March,2023,11
DAMEN AND 63RD,2702.0,6300 S DAMEN AVENUE,2020-04-13,3,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",April,2020,16
PULASKI AND DIVISION,1801.0,1200 N PULASKI ROAD,2018-07-16,5,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",July,2018,29
DAMEN AND FULLERTON,1663.0,2000 W FULLERTON AVE,2022-07-24,5,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)",July,2022,29
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,2022-06-08,17,1160431.682297829,1898091.942371589,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)",June,2022,23
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,2016-04-17,5,1170501.602639925,1916200.061550148,41.925540315,-87.648912156,"(41.925540315431995, -87.64891215551155)",April,2016,15
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,2016-06-04,7,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)",June,2016,22
CICERO AND DIVERSEY,1694.0,4800 W DIVERSEY AVENUE,2016-12-02,1,1143869.848167704,1918226.043989398,41.93164142,-87.746719911,"(41.93164142040689, -87.7467199106462)",December,2016,48
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2022-09-16,4,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",September,2022,37
LASALLE AND KINZIE,1923.0,140 W KINZIE,2020-06-10,2,1175048.09765242,1903028.894760294,41.889297219,-87.632601648,"(41.88929721947309, -87.63260164817305)",June,2020,24
BELMONT AND KEDZIE,1371.0,3200 N KEDZIE AVENUE,2018-01-31,2,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)",January,2018,5
111TH AND HALSTED,2424.0,800 W 111TH ST,2015-12-31,4,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)",December,2015,53
55TH AND WESTERN,2213.0,2400 W 55TH STREET,2023-07-31,3,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)",July,2023,31
CERMAK AND PULASKI,2334.0,4000 W CERMAK,2017-08-05,6,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)",August,2017,31
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,2023-07-13,7,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)",July,2023,28
LAWRENCE AND CICERO,1042.0,4800 N CICERO AVENUE,2018-04-12,5,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",April,2018,15
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,2016-10-22,8,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)",October,2016,42
LAFAYETTE AND 87TH,2502.0,8700 S LAFAYETTE AVEN,2018-05-21,17,1177417.493180297,1847243.988223464,41.73616511,-87.625587569,"(41.73616511008592, -87.62558756899932)",May,2018,21
CENTRAL AND FULLERTON,1442.0,2400 N CENTRAL AVENUE,2022-04-30,3,1138603.468418662,1915431.058212414,41.924068922,-87.766141214,"(41.92406892227644, -87.76614121413186)",April,2022,17
87TH AND VINCENNES,2412.0,8700 S VINCENNES,2016-08-06,6,1172026.328989535,1847142.496643776,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)",August,2016,31
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,2023-09-24,24,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)",September,2023,38
PULASKI AND FOSTER,1102.0,5200 N PULASKI RD,2015-08-23,3,1148746.251286324,1934286.914361976,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)",August,2015,34
CERMAK AND PULASKI,2332.0,2200 S PULASKI,2023-02-25,7,1150012.876838243,1889071.75851865,41.851521442,-87.724904787,"(41.85152144233116, -87.7249047867499)",February,2023,8
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,2023-09-26,2,1168661.623718229,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)",September,2023,39
LAKE SHORE DR AND BELMONT,1412.0,3200 N LAKESHORE DRIV,2018-06-24,4,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)",June,2018,25
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,2020-03-04,4,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)",March,2020,10
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,2022-12-14,2,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)",December,2022,50
WESTERN AND CERMAK,1003.0,2400 W CERMAK ROAD,2018-03-26,2,1160678.000607329,1889375.645335924,41.852141307,-87.685752642,"(41.85214130680468, -87.6857526415569)",March,2018,13
FULLERTON AND NARRAGANSETT,1554.0,6400 W FULLERTON AVENU,2022-12-22,8,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)",December,2022,51
111TH AND HALSTED,2424.0,800 W 111TH ST,2021-08-05,4,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)",August,2021,31
71ST AND ASHLAND,2391.0,7100 S ASHLAND,2015-06-29,3,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)",June,2015,27
